Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Megan Reckling,Jr.,S,5-8,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,22
Virginia Rowan,So.,OH,5-9,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,18
Cailey White,Fr.,DS,5-6,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,19
Lili Sipila,Fr.,DS,5-4,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,13
Laci Shaw,Fr.,DS,5-4,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,14
Haylee Schott,Fr.,OH,5-10,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,9
Peyton Oertel,Fr.,MH,5-11,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,34
Lana Cox,Sr.,DS,5-6,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,24
Kora Nicolanti,Fr.,OH,5-9,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,12
Ava Acre,Fr.,MH,6-1,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,21
Rainie Atherton,Jr.,L/DS,5-2,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,8
Amber Morris,Sr.,OH,5-10,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,10
Mya Minjares,Sr.,DS,5-2,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,17
Lauren Boehmer,So.,OH,5-8,,,4,Adrian College,873.0,Michigan Intercol. Ath. Assn.,www.adrian.edu,www.adrianbulldogs.com,MI,D-III,2024-25,Adrian,Michigan Intercol. Ath. Assn.,6
Alofamoni Galoia,Jr.,S,5-6,"Pavaiai, American Samoa",Tafuna,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,3
Sasha Arbogast,So.,MH,5-10,"Newtown, PA",Villa Joseph Maria,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,9
Adrionna Foster,Jr.,S,5-6,"Oxford, AL",Oxford,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,5
Mandy Zhang,So.,DS,5-6,"Yunnan, China",Kunming No. 1,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,6
Lauren Smith,Fr.,OH,5-10,"Atlanta, GA",North Atlanta,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,15
Sierra Lowery,Sr.,MH,5-9,"St Petersburg, FL",Boca Ciega,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,13
Me'Kyah Booker,Fr.,L/DS,5-6,"Barbourville, KY",Knox Central,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,4
Jahneya Reynolds,Fr.,L/DS,5-5,"Forest Park, GA",Kennesaw Mountain,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,1
Lily Rashidi-Yazd,Fr.,DS,5-6,"Marietta, GA",Mt. Bethel Christian,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,19
Annie Van Der Heide,Jr.,MH,6-2,"Ho Ho Kus, NJ",Saddle River Day,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,10
Kimberley Edelin,Sr.,,-,"Middletown, DE",Middletown,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,25
Madison Stidum,So.,OH,5-8,"Villa Rica, GA",Bremen,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,11
Bryn Greenwood,So.,OH,5-10,"Summerville, SC",Summerville,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,12
Feliz Pearson,Fr.,OH,5-9,"Lilburn, GA",Parkview,11324,Agnes Scott College,30251.0,Collegiate Conference of the South,www.agnesscott.edu,www.ascscotties.com,GA,D-III,2024-25,Agnes Scott,CCS,2
Alyssa Valentine,So.,S,5-4,"Bristol, CT",Bristol Eastern,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,10
Yarelis Torres,Sr.,OH,5-5,"East Haven, CT",Career,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,11
Amanda Zdru,Sr.,L,5-5,"Stratford, CT",Bunnell,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,1
Shalese Gordon,Jr.,S,5-7,"Bridgeport, CT",Kolbe Cathedral,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,23
Emma Fallon,So.,MH,5-8,"Harwinton, CT",Lewis Mills,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,12
Alexys Signor,Jr.,L/DS,5-2,"North Haven, CT",North Haven,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,9
Nyanna Richards,Jr.,RS,5-9,"Bridgeport, CT",Kolbe Cathedral,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,22
Alondra Acosta,So.,DS,5-2,"Guayama, PR",Alconbury,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,8
Natalie Garcia,Fr.,DS,5-4,"New Haven, CT",Career,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,19
Isabella Leatherman,So.,DS,5-2,"Las Vegas, NV",West Career and Technical Academy,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,20
Yarieshka Sierra,Fr.,OH,5-4,"Hartford, CT",Sports and Medical Sciences Academy,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,4
Nathalie Wallace,Sr.,RS,5-9,"Rocky Hill, CT",Rocky Hill,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,17
Majo Pelaez,Jr.,OH,5-6,"Armenia, Colombia",Nuevo Gimnasio Cristiano,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,5
Paula Matheus,So.,MH,5-8,"Tunja, Colombia",La Presentacion School,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,3
Joismar Avilés,Sr.,OH,5-4,"Hatillo, PR",Ranchview,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,14
Da'Veona Parker,Jr.,S,5-3,"New Haven, CT",Hillhouse,2798,Albertus Magnus College,23257.0,Great Northeast Athletic Conference,www.albertus.edu,www.albertusfalcons.com,CT,D-III,2024-25,Albertus Magnus,Great Northeast,2
Reese Williams,So.,MB,6-2,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,23
Brinley McCaig,So.,S,5-7,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,6
Payton Rice,So.,OH,5-10,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,2
Madison McGraw,Sr.,OH,5-8,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,4
Alexis Ames,So.,OH,5-10,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,14
Carly Frank,So.,RS,5-8,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,27
Olivia Colletti,Jr.,DS,5-4,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,12
Rylie Ferguson,So.,MB,6-0,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,21
Annika Lindstrom,Jr.,MB,5-10,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,20
Aliyah Vesper,Jr.,RS,5-8,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,24
Paige Williamson,So.,DS,5-8,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,11
Taylor Wyatt,Fr.,OH,5-10,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,10
Elaina Hendrix,Fr.,OH,5-9,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,13
Alexis Norman,Fr.,MB,6-0,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,16
Emma Pagliarella,Fr.,MB,5-9,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,8
Ava Wilcox,Fr.,OH,5-10,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,15
Zoe Reeves,Fr.,DS,5-8,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,19
Bri Whitfield,Fr.,RS,5-7,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,22
Kayda Herrick,Fr.,OH,5-10,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,1
Joelle Boeskool,Fr.,S,5-6,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,3
Molly Edmunds,Fr.,S,5-9,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,7
Hailey Jones,Fr.,MB,5-11,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,18
Annalynn Mann,Fr.,DS,5-1,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,28
Cameron McDonald,Fr.,MB,5-11,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,25
Melia Hosler,So.,DS,5-7,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,9
Heidi Faramelli,Jr.,MB,6-1,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,26
Margaret Jones,So.,MB,5-11,,,15,Albion College,873.0,Michigan Intercol. Ath. Assn.,www.albion.edu,www.gobrits.com,MI,D-III,2024-25,Albion,Michigan Intercol. Ath. Assn.,5
Laura Ordakowski,Fr.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,10
Winniffer Rodriguez,Fr.,L/DS,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,4
Isabella Garay,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,14
Sophie Hampton,Sr.,OH,5-11,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,15
Neve Straff,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,8
Ryenn Mamrosch,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,9
Sydney Mayfield,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,12
Paola Mejias,Sr.,S,5-7,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,18
Lindsey Korn,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,7
Rachel Etim,Jr.,OH,5-6,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,1
Carly Fincham,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,13
Elon Ruley-Donadelle,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,6
Elle Haddon,So.,,-,,,16,Albright College,877.0,Middle Atlantic Conferences,www.albright.edu,www.albrightathletics.com,PA,D-III,2024-25,Albright,MACs,11
Nayomie Ferrer,Sr.,S,5-3,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,15
Erin Gregoire,So.,MH,-,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,2
Caley Larsen,So.,L/DS,-,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,12
Alayna Tomlinson,So.,OH,-,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,13
Gabriella Thurmond,So.,S,-,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,1
Caitlyn Gilman,So.,MB,-,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,16
Ava Wickes,Fr.,L/DS,5-6,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,4
Racquel Gerstenberger,Sr.,OH,5-9,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,3
Sarina Soto,Fr.,S,5-5,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,10
Larissa Bezerra,Fr.,OH,5-8,,,30170,Alfred State College,30022.0,Allegheny Mountain Collegiate Conference,www.alfredstate.edu,www.alfredstateathletics.com,NY,D-III,2024-25,Alfred St.,AMCC,7
Lay Evans,So.,OH,5-8,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,20
Whitney Kilton,Fr.,MB,5-10,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,6
Abigail Omelan,Fr.,OH,5-9,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,16
Kristin Finley,Sr.,MB,5-9,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,11
Madalynn McGowan,So.,L,5-7,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,13
Delaney Sims,Jr.,S,5-6,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,4
AJ Anderson,So.,S,5-7,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,18
Anjoeline Armstrong,Sr.,DS,5-3,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,8
Jordan Gilbert,Fr.,DS,5-8,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,5
Madeline Stein,So.,S,5-7,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,21
Taylor Malone,Jr.,OH,5-9,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,7
Jessica Lucille Ramirez,Jr.,DS,5-0,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,15
Jade K Wolfer,Jr.,DS,5-4,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,3
Skylar Lichner,So.,L,5-5,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,1
Leah Marques,So.,S,5-7,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,12
Jamie Chun,Sr.,OH,5-4,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,2
Carleigh Santavy,So.,OPP,6-0,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,10
Catherina Krause,Fr.,OH,6-0,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,14
Shelby Baker,So.,MB,5-9,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,17
Cara Bratthauar,So.,OPP,6-0,,,18,Alfred University,863.0,Empire 8,www.alfred.edu,www.gosaxons.com,NY,D-III,2024-25,Alfred,Empire 8,9
Sydney Kirk,Jr.,MH,5-10,"Pittsburgh, PA",Seton LaSalle Catholic,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,17
Skyler Fatola,So.,MH,6-3,"Queen Creek, AZ",Eastmark,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,11
Angelee Bawek,So.,OH,5-9,"Goodyear, AZ",Estrella Foothills,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,8
Chloe Diekman,Jr.,DS,5-3,"Nesquehoning, PA",Panther Valley,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,22
Meagan Robare,Sr.,S,5-8,"Moon Township, PA",Moon Area,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,18
Carly Beers,So.,RS,5-9,"Warren, PA",Warren Area,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,19
Elizabeth Lubold,Jr.,MH,5-9,"Indiana, PA",Indiana Area,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,6
Maddie Menke,Jr.,MH,5-10,"Manhasset, NY",Manhasset,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,23
Jayne Seth,Jr.,DS,5-5,"Erie, PA",Mercyhurst Prep,19,Allegheny College,907.0,Presidents' Athletic Conference,www.allegheny.edu,www.alleghenygators.com,PA,D-III,2024-25,Allegheny,PAC,9
