date,match,results,box_score_url,div
08/30/2024,Bard (Liberty League) vs Babson (NEWMAC),"[0-3] (9-25, 9-25, 8-25)",https://stats.ncaa.org/contests/5667516/box_score,D-III
08/30/2024,St. Joseph's (Brkln) (Skyline) vs Baruch (CUNYAC),"[0-3] (23-25, 21-25, 20-25)",https://stats.ncaa.org/contests/5667350/box_score,D-III
08/30/2024,Wis. Lutheran (NACC) vs Randolph-Macon (ODAC),"[0-3] (16-25, 14-25, 23-25)",https://stats.ncaa.org/contests/5667203/box_score,D-III
08/30/2024,Lebanon Valley (MACs) vs Haverford (Centennial),"[0-3] (21-25, 14-25, 16-25)",https://stats.ncaa.org/contests/5667249/box_score,D-III
08/30/2024,Salem (NC) (USA South) vs Lynchburg (ODAC),"[2-3] (21-25, 24-26, 26-24, 25-19, 17-19)",https://stats.ncaa.org/contests/5682667/box_score,D-III
08/30/2024,Penn St. Harrisburg (United East) vs McDaniel (Centennial),"[3-0] (26-24, 25-18, 25-12)",https://stats.ncaa.org/contests/5667532/box_score,D-III
08/30/2024,UW-River Falls (WIAC) vs La Verne (SCIAC),"[1-3] (13-25, 17-25, 25-21, 19-25)",https://stats.ncaa.org/contests/5667392/box_score,D-III
08/30/2024,SUNY Delhi (North Atlantic) vs Farmingdale St. (Skyline),"[1-3] (25-18, 19-25, 14-25, 12-25)",https://stats.ncaa.org/contests/5667531/box_score,D-III
08/30/2024,Ohio Northern (OAC) vs CWRU (UAA),"[2-3] (22-25, 25-16, 25-18, 21-25, 8-15)",https://stats.ncaa.org/contests/5667208/box_score,D-III
08/30/2024,Centre (SAA) vs La Verne (SCIAC),"[0-3] (27-29, 17-25, 19-25)",https://stats.ncaa.org/contests/5667190/box_score,D-III
08/30/2024,Clarkson (Liberty League) vs Pacific Lutheran (NWC),"[1-3] (19-25, 18-25, 25-17, 12-25)",https://stats.ncaa.org/contests/5667388/box_score,D-III
08/30/2024,Lasell (Great Northeast) vs Gordon (CNE),"[3-1] (26-24, 25-19, 24-26, 25-10)",https://stats.ncaa.org/contests/5667352/box_score,D-III
08/30/2024,IIT (NACC) vs Luther (American Rivers),"[3-2] (19-25, 25-23, 19-25, 27-25, 15-10)",https://stats.ncaa.org/contests/5667376/box_score,D-III
08/30/2024,Cornell College (MWC) vs Wis.-Stevens Point (WIAC),"[3-2] (20-25, 26-24, 25-22, 18-25, 15-11)",https://stats.ncaa.org/contests/5667359/box_score,D-III
08/30/2024,Swarthmore (Centennial) vs Mount Aloysius (AMCC),"[3-0] (25-9, 25-23, 25-14)",https://stats.ncaa.org/contests/5667553/box_score,D-III
08/30/2024,Skidmore (Liberty League) vs Pomona-Pitzer (SCIAC),"[0-3] (17-25, 13-25, 5-25)",https://stats.ncaa.org/contests/5667357/box_score,D-III
08/30/2024,Penn St.-Schuylkill (nan) vs King's (PA) (MACs),"[0-3] (16-25, 16-25, 17-25)",https://stats.ncaa.org/contests/5667247/box_score,D-III
08/30/2024,Emmaus (nan) vs North Central (MN) (UMAC),"[0-3] (25-27, 6-25, 9-25)",https://stats.ncaa.org/contests/5667518/box_score,D-III
08/30/2024,Centenary (NJ) (Atlantic East) vs Alvernia (MACs),"[0-3] (13-25, 16-25, 16-25)",https://stats.ncaa.org/contests/5667360/box_score,D-III
08/30/2024,Westfield St. (MASCAC) vs Rivier (Great Northeast),"[1-3] (21-25, 25-14, 19-25, 21-25)",https://stats.ncaa.org/contests/5667384/box_score,D-III
08/30/2024,Framingham St. (MASCAC) vs JWU (Providence) (Great Northeast),"[0-3] (20-25, 13-25, 21-25)",https://stats.ncaa.org/contests/5667526/box_score,D-III
08/30/2024,Saint Mary's (MN) (MIAC) vs Simpson (American Rivers),"[1-3] (24-26, 11-25, 25-13, 10-25)",https://stats.ncaa.org/contests/5667444/box_score,D-III
08/30/2024,Wartburg (American Rivers) vs Concordia (TX) (SCAC),"[3-1] (26-28, 25-20, 25-23, 25-13)",https://stats.ncaa.org/contests/5667452/box_score,D-III
08/30/2024,La. Christian (nan) vs Howard Payne (ASC),"[1-3] (25-19, 17-25, 16-25, 17-25)",https://stats.ncaa.org/contests/5697289/box_score,D-III
08/30/2024,Mary Washington (C2C) vs Kean (NJAC),"[3-1] (25-22, 17-25, 27-25, 25-16)",https://stats.ncaa.org/contests/5667386/box_score,D-III
08/30/2024,Mary Baldwin (USA South) vs Ferrum (ODAC),"[1-3] (22-25, 21-25, 25-22, 17-25)",https://stats.ncaa.org/contests/5667436/box_score,D-III
08/30/2024,Oberlin (NCAC) vs Kalamazoo (Michigan Intercol. Ath. Assn.),"[1-3] (23-25, 25-16, 16-25, 20-25)",https://stats.ncaa.org/contests/5667271/box_score,D-III
08/30/2024,Carthage (CCIW) vs Hamline (MIAC),"[3-0] (25-20, 25-15, 25-18)",https://stats.ncaa.org/contests/5667248/box_score,D-III
08/30/2024,UMSV (Skyline) vs New Jersey City (NJAC),"[0-3] (20-25, 25-27, 16-25)",https://stats.ncaa.org/contests/5667284/box_score,D-III
08/30/2024,Greensboro (USA South) vs Emory (UAA),"[0-3] (12-25, 21-25, 12-25)",https://stats.ncaa.org/contests/5667500/box_score,D-III
08/30/2024,SUNY Geneseo (Empire 8) vs Clark (MA) (NEWMAC),"[1-3] (20-25, 19-25, 26-24, 25-27)",https://stats.ncaa.org/contests/5667302/box_score,D-III
08/30/2024,St. John Fisher (Empire 8) vs Lakeland (NACC),"[3-2] (25-12, 23-25, 18-25, 25-14, 15-12)",https://stats.ncaa.org/contests/5697416/box_score,D-III
08/30/2024,St. Joseph's (L.I.) (Skyline) vs Drew (Landmark),"[2-3] (25-17, 25-7, 22-25, 22-25, 13-15)",https://stats.ncaa.org/contests/5667635/box_score,D-III
08/30/2024,Susquehanna (Landmark) vs Eastern (MACs),"[0-3] (20-25, 21-25, 15-25)",https://stats.ncaa.org/contests/5667365/box_score,D-III
08/30/2024,Stevens (MACs) vs Keene St. (Little East),"[3-0] (25-17, 25-18, 25-19)",https://stats.ncaa.org/contests/5667570/box_score,D-III
08/30/2024,Loras (American Rivers) vs UChicago (UAA),"[0-3] (14-25, 19-25, 13-25)",https://stats.ncaa.org/contests/5667468/box_score,D-III
08/30/2024,Luther (American Rivers) vs Ripon (MWC),"[3-2] (11-25, 23-25, 25-14, 25-21, 15-6)",https://stats.ncaa.org/contests/5667474/box_score,D-III
08/30/2024,Fontbonne (SLIAC) vs Grinnell (MWC),"[0-3] (15-25, 20-25, 19-25)",https://stats.ncaa.org/contests/5667414/box_score,D-III
08/30/2024,Smith (NEWMAC) vs Elmira (Empire 8),"[3-0] (25-18, 25-16, 25-11)",https://stats.ncaa.org/contests/5667245/box_score,D-III
08/30/2024,Rowan (NJAC) vs Buffalo St. (SUNYAC),"[3-1] (15-25, 25-18, 25-21, 25-23)",https://stats.ncaa.org/contests/5667162/box_score,D-III
08/30/2024,Wash. & Jeff. (PAC) vs Anderson (IN) (HCAC),"[1-3] (22-25, 19-25, 25-7, 14-25)",https://stats.ncaa.org/contests/5667268/box_score,D-III
08/30/2024,MCLA (MASCAC) vs Claremont-M-S (SCIAC),"[0-3] (9-25, 7-25, 10-25)",https://stats.ncaa.org/contests/5667391/box_score,D-III
08/30/2024,Piedmont (CCS) vs Oglethorpe (SAA),"[0-3] (17-25, 15-25, 19-25)",https://stats.ncaa.org/contests/5667290/box_score,D-III
08/30/2024,Fisher (nan) vs Regis (MA) (Great Northeast),"[0-3] (14-25, 16-25, 9-25)",https://stats.ncaa.org/contests/5667143/box_score,D-III
08/30/2024,Muskingum (OAC) vs Chatham (PAC),"[3-0] (25-14, 25-17, 25-13)",https://stats.ncaa.org/contests/5667207/box_score,D-III
08/30/2024,Saint Benedict (MIAC) vs East Tex. Baptist (ASC),"[0-3] (20-25, 22-25, 12-25)",https://stats.ncaa.org/contests/5667239/box_score,D-III
08/30/2024,Carlow (AMCC) vs Penn St.-Gr Allegheny (nan),"[3-1] (28-26, 25-18, 17-25, 27-25)",https://stats.ncaa.org/contests/5667181/box_score,D-III
08/30/2024,St. John Fisher (Empire 8) vs Austin (SCAC),"[1-3] (20-25, 25-27, 25-20, 18-25)",https://stats.ncaa.org/contests/5667291/box_score,D-III
08/30/2024,Nazareth (Empire 8) vs Emerson (NEWMAC),"[0-3] (18-25, 22-25, 16-25)",https://stats.ncaa.org/contests/5667356/box_score,D-III
08/30/2024,Redlands (SCIAC) vs Whitman (NWC),"[3-0] (25-18, 25-13, 25-23)",https://stats.ncaa.org/contests/5667123/box_score,D-III
08/30/2024,Minn.-Morris (UMAC) vs Dubuque (American Rivers),"[1-3] (24-26, 19-25, 25-19, 19-25)",https://stats.ncaa.org/contests/5667205/box_score,D-III
08/30/2024,Smith (NEWMAC) vs Alfred St. (AMCC),"[3-1] (25-8, 25-17, 24-26, 25-14)",https://stats.ncaa.org/contests/5667720/box_score,D-III
08/30/2024,Bethany Lutheran (UMAC) vs Central (IA) (American Rivers),"[3-0] (25-14, 26-24, 24-16)",https://stats.ncaa.org/contests/5667405/box_score,D-III
08/30/2024,Denison (NCAC) vs Carnegie Mellon (UAA),"[0-3] (14-25, 24-26, 19-25)",https://stats.ncaa.org/contests/5667293/box_score,D-III
08/30/2024,John Jay (CUNYAC) vs UMSV (Skyline),"[3-0] (25-15, 25-17, 25-15)",https://stats.ncaa.org/contests/5667114/box_score,D-III
08/30/2024,St. Lawrence (Liberty League) vs SUNY Poly (Empire 8),"[3-2] (25-23, 24-26, 25-16, 20-25, 15-10)",https://stats.ncaa.org/contests/5667547/box_score,D-III
08/30/2024,Hope (Michigan Intercol. Ath. Assn.) vs Northwestern-St. Paul (UMAC),"[3-0] (25-23, 25-13, 25-15)",https://stats.ncaa.org/contests/5667429/box_score,D-III
08/30/2024,Pacific Union (nan) vs George Fox (NWC),"[0-3] (16-25, 14-25, 10-25)",https://stats.ncaa.org/contests/5682719/box_score,D-III
08/30/2024,Bridgewater (VA) (ODAC) vs Gettysburg (Centennial),"[2-3] (28-30, 25-16, 26-24, 24-26, 9-15)",https://stats.ncaa.org/contests/5667486/box_score,D-III
08/30/2024,Union (NY) (Liberty League) vs Chapman (SCIAC),"[1-3] (21-25, 25-20, 13-25, 23-25)",https://stats.ncaa.org/contests/5667201/box_score,D-III
08/30/2024,St. Joseph's (Brkln) (Skyline) vs Bryn Mawr (Centennial),"[3-1] (25-18, 24-26, 25-19, 25-22)",https://stats.ncaa.org/contests/5667265/box_score,D-III
08/30/2024,Thomas (ME) (North Atlantic) vs Regis (MA) (Great Northeast),"[0-3] (20-25, 13-25, 17-25)",https://stats.ncaa.org/contests/5667244/box_score,D-III
08/30/2024,Hanover (HCAC) vs Maryville (TN) (CCS),"[3-1] (25-16, 16-25, 26-24, 25-11)",https://stats.ncaa.org/contests/5667253/box_score,D-III
08/30/2024,Lancaster Bible (United East) vs Centenary (NJ) (Atlantic East),"[3-0] (25-15, 25-18, 25-22)",https://stats.ncaa.org/contests/5681213/box_score,D-III
08/30/2024,Southern Va. (USA South) vs Dickinson (Centennial),"[2-3] (17-25, 17-25, 27-25, 25-22, 13-15)",https://stats.ncaa.org/contests/5667367/box_score,D-III
08/30/2024,Emerson (NEWMAC) vs Simmons (Great Northeast),"[3-0] (25-23, 25-14, 25-18)",https://stats.ncaa.org/contests/5681204/box_score,D-III
08/30/2024,RIT (Liberty League) vs Bethany (WV) (PAC),"[3-2] (23-25, 27-25, 25-16, 23-25, 17-15)",https://stats.ncaa.org/contests/5667230/box_score,D-III
08/30/2024,St. Norbert (NACC) vs Minn.-Morris (UMAC),"[3-0] (25-23, 25-20, 25-14)",https://stats.ncaa.org/contests/5667378/box_score,D-III
08/30/2024,Trinity Washington (Independent) vs Valley Forge (United East),"[3-1] (25-22, 25-22, 20-25, 25-21)",https://stats.ncaa.org/contests/5667528/box_score,D-III
08/30/2024,Penn St.-Schuylkill (nan) vs Saint Elizabeth (United East),"[2-3] (25-23, 22-25, 26-24, 16-25, 4-15)",https://stats.ncaa.org/contests/5667389/box_score,D-III
08/30/2024,Carleton (MIAC) vs North Central (IL) (CCIW),"[0-3] (23-25, 23-25, 23-25)",https://stats.ncaa.org/contests/5667295/box_score,D-III
08/30/2024,Edgewood (NACC) vs Wis.-Whitewater (WIAC),"[0-3] (17-25, 12-25, 21-25)",https://stats.ncaa.org/contests/5667511/box_score,D-III
08/30/2024,WPI (NEWMAC) vs Endicott (CNE),"[1-3] (32-30, 16-25, 26-28, 19-25)",https://stats.ncaa.org/contests/5667407/box_score,D-III
08/30/2024,Dubuque (American Rivers) vs St. Catherine (MIAC),"[3-0] (29-27, 25-17, 25-23)",https://stats.ncaa.org/contests/5667250/box_score,D-III
08/30/2024,Martin Luther (UMAC) vs Marian (WI) (NACC),"[2-3] (25-27, 21-25, 25-21, 25-20, 14-16)",https://stats.ncaa.org/contests/5667267/box_score,D-III
08/30/2024,Wis.-Eau Claire (WIAC) vs Susquehanna (Landmark),"[3-0] (25-20, 25-16, 25-23)",https://stats.ncaa.org/contests/5667303/box_score,D-III
08/30/2024,Waynesburg (PAC) vs Monmouth (IL) (MWC),"[0-3] (22-25, 13-25, 15-25)",https://stats.ncaa.org/contests/5667555/box_score,D-III
08/30/2024,Texas Lutheran (SCAC) vs Cortland (SUNYAC),"[0-3] (21-25, 28-30, 23-25)",https://stats.ncaa.org/contests/5667161/box_score,D-III
08/30/2024,WestConn (Little East) vs New England Col. (Great Northeast),"[3-0] (25-18, 25-19, 25-11)",https://stats.ncaa.org/contests/5667361/box_score,D-III
08/30/2024,Skidmore (Liberty League) vs Occidental (SCIAC),"[1-3] (24-26, 9-25, 25-22, 20-25)",https://stats.ncaa.org/contests/5667153/box_score,D-III
08/30/2024,Wooster (NCAC) vs Earlham (HCAC),"[0-3] (24-26, 7-25, 16-25)",https://stats.ncaa.org/contests/5667251/box_score,D-III
08/30/2024,Hiram (NCAC) vs Grove City (PAC),"[0-3] (19-25, 18-25, 23-25)",https://stats.ncaa.org/contests/5667379/box_score,D-III
08/30/2024,Mt. St. Mary (NY) (Skyline) vs SUNY Oneonta (SUNYAC),"[0-3] (15-25, 17-25, 15-25)",https://stats.ncaa.org/contests/5667418/box_score,D-III
08/30/2024,Lake Forest (MWC) vs Wis.-Whitewater (WIAC),"[0-3] (10-25, 14-25, 14-25)",https://stats.ncaa.org/contests/5667287/box_score,D-III
08/30/2024,William Peace (USA South) vs Va. Wesleyan (ODAC),"[0-3] (19-25, 19-25, 21-25)",https://stats.ncaa.org/contests/5667255/box_score,D-III
08/30/2024,Edgewood (NACC) vs Augsburg (MIAC),"[3-1] (25-19, 25-22, 24-26, 25-20)",https://stats.ncaa.org/contests/5667328/box_score,D-III
08/30/2024,RIT (Liberty League) vs Saint Vincent (PAC),"[3-2] (25-27, 21-25, 25-21, 25-22, 15-9)",https://stats.ncaa.org/contests/5667427/box_score,D-III
08/30/2024,John Jay (CUNYAC) vs New Jersey City (NJAC),"[3-0] (25-14, 25-16, 27-25)",https://stats.ncaa.org/contests/5667169/box_score,D-III
08/30/2024,Western New Eng. (CNE) vs Utica (Empire 8),"[3-1] (25-15, 25-18, 22-25, 29-27)",https://stats.ncaa.org/contests/5667316/box_score,D-III
08/30/2024,Wis.-Oshkosh (WIAC) vs Gustavus Adolphus (MIAC),"[1-3] (25-27, 16-25, 25-18, 17-25)",https://stats.ncaa.org/contests/5667175/box_score,D-III
08/30/2024,Wash. & Jeff. (PAC) vs Kalamazoo (Michigan Intercol. Ath. Assn.),"[0-3] (19-25, 20-25, 22-25)",https://stats.ncaa.org/contests/5667554/box_score,D-III
08/30/2024,Heidelberg (OAC) vs Allegheny (PAC),"[2-3] (23-25, 16-25, 25-21, 25-22, 13-15)",https://stats.ncaa.org/contests/5667209/box_score,D-III
08/30/2024,Beloit (MWC) vs Rockford (NACC),"[1-3] (19-25, 25-15, 15-25, 12-25)",https://stats.ncaa.org/contests/5667536/box_score,D-III
08/30/2024,Mt. St. Joseph (HCAC) vs Ill. Wesleyan (CCIW),"[0-3] (20-25, 19-25, 22-25)",https://stats.ncaa.org/contests/5667560/box_score,D-III
08/30/2024,Asbury (Independent) vs Wooster (NCAC),"[3-0] (25-17, 25-16, 25-18)",https://stats.ncaa.org/contests/5667374/box_score,D-III
08/30/2024,SUNY Canton (SUNYAC) vs Elmira (Empire 8),"[3-0] (25-13, 25-17, 25-12)",https://stats.ncaa.org/contests/5667688/box_score,D-III
08/30/2024,Kuyper (nan) vs Crown (MN) (UMAC),"[0-3] (13-25, 8-25, 15-25)",https://stats.ncaa.org/contests/5667499/box_score,D-III
08/30/2024,Pacific Union (nan) vs Willamette (NWC),"[3-1] (25-17, 21-25, 25-23, 25-18)",https://stats.ncaa.org/contests/5667145/box_score,D-III
08/30/2024,Pitt.-Bradford (AMCC) vs Keuka (Empire 8),"[1-3] (18-25, 21-25, 25-17, 14-25)",https://stats.ncaa.org/contests/5667527/box_score,D-III
08/30/2024,Adrian (Michigan Intercol. Ath. Assn.) vs Carroll (WI) (CCIW),"[3-2] (10-25, 25-16, 25-20, 14-25, 15-9)",https://stats.ncaa.org/contests/5667583/box_score,D-III
08/30/2024,Meredith (USA South) vs Averett (ODAC),"[3-2] (23-25, 16-25, 25-21, 26-24, 15-8)",https://stats.ncaa.org/contests/5667281/box_score,D-III
08/30/2024,Westminster (PA) (PAC) vs Hollins (ODAC),"[3-0] (25-23, 25-21, 25-22)",https://stats.ncaa.org/contests/5667585/box_score,D-III
08/30/2024,Bryn Athyn (United East) vs Albright (MACs),"[0-3] (17-25, 21-25, 7-25)",https://stats.ncaa.org/contests/5667535/box_score,D-III
08/30/2024,York (PA) (MACs) vs Bridgewater (VA) (ODAC),"[0-3] (10-25, 12-25, 16-25)",https://stats.ncaa.org/contests/5682651/box_score,D-III
08/30/2024,Pitt.-Greensburg (AMCC) vs Saint Vincent (PAC),"[1-3] (25-21, 23-25, 21-25, 19-25)",https://stats.ncaa.org/contests/5667221/box_score,D-III
08/30/2024,Bushnell (nan) vs Willamette (NWC),"[3-0] (29-27, 25-16, 25-23)",https://stats.ncaa.org/contests/5667498/box_score,D-III
08/30/2024,Pfeiffer (USA South) vs Huntingdon (CCS),"[3-0] (25-22, 25-21, 25-11)",https://stats.ncaa.org/contests/5667258/box_score,D-III
08/30/2024,Neb. Wesleyan (American Rivers) vs Dallas (SCAC),"[3-0] (25-17, 25-15, 25-11)",https://stats.ncaa.org/contests/5667578/box_score,D-III
08/30/2024,Franklin (HCAC) vs St. Mary-Woods (nan),"[0-3] (31-33, 14-25, 19-25)",https://stats.ncaa.org/contests/5667149/box_score,D-III
08/30/2024,Marymount (VA) (Atlantic East) vs William Peace (USA South),"[2-3] (18-25, 25-22, 25-22, 19-25, 13-15)",https://stats.ncaa.org/contests/5667561/box_score,D-III
08/30/2024,Knox (MWC) vs Augsburg (MIAC),"[0-3] (14-25, 14-25, 10-25)",https://stats.ncaa.org/contests/5667563/box_score,D-III
08/30/2024,Cortland (SUNYAC) vs Trinity (TX) (SCAC),"[0-3] (14-25, 23-25, 22-25)",https://stats.ncaa.org/contests/5667432/box_score,D-III
08/30/2024,Lewis & Clark (NWC) vs St. Thomas (TX) (SCAC),"[0-3] (7-25, 10-25, 14-25)",https://stats.ncaa.org/contests/5667586/box_score,D-III
08/30/2024,St. Scholastica (MIAC) vs Bethany Lutheran (UMAC),"[0-3] (12-25, 18-25, 20-25)",https://stats.ncaa.org/contests/5667318/box_score,D-III
08/30/2024,Methodist (USA South) vs Guilford (ODAC),"[3-0] (25-22, 25-18, 25-14)",https://stats.ncaa.org/contests/5667176/box_score,D-III
08/30/2024,Thiel (PAC) vs Hilbert (AMCC),"[3-1] (11-25, 25-22, 25-21, 26-24)",https://stats.ncaa.org/contests/5667545/box_score,D-III
08/30/2024,Clarkson (Liberty League) vs Whitman (NWC),"[3-0] (25-12, 25-14, 25-23)",https://stats.ncaa.org/contests/5667572/box_score,D-III
08/30/2024,St. Mary's (IN) (Michigan Intercol. Ath. Assn.) vs Penn St.-Altoona (AMCC),"[3-2] (25-22, 24-26, 25-21, 14-25, 15-8)",https://stats.ncaa.org/contests/5667273/box_score,D-III
08/30/2024,UMass Dartmouth (Little East) vs FDU-Florham (MACs),"[3-0] (25-11, 25-14, 25-20)",https://stats.ncaa.org/contests/5667546/box_score,D-III
08/30/2024,Carleton (MIAC) vs Lawrence (MWC),"[3-0] (25-15, 25-21, 25-22)",https://stats.ncaa.org/contests/5667152/box_score,D-III
08/30/2024,Gallaudet (United East) vs Dickinson (Centennial),"[3-1] (18-25, 25-13, 25-20, 25-18)",https://stats.ncaa.org/contests/5667543/box_score,D-III
08/30/2024,Northland (UMAC) vs Earlham (HCAC),"[0-3] (12-25, 16-25, 14-25)",https://stats.ncaa.org/contests/5667539/box_score,D-III
08/30/2024,St. Olaf (MIAC) vs North Central (IL) (CCIW),"[0-3] (17-25, 21-25, 18-25)",https://stats.ncaa.org/contests/5667470/box_score,D-III
08/30/2024,Neb. Wesleyan (American Rivers) vs McMurry (SCAC),"[3-0] (25-13, 25-10, 25-10)",https://stats.ncaa.org/contests/5667308/box_score,D-III
08/30/2024,Bushnell (nan) vs George Fox (NWC),"[3-0] (25-23, 26-24, 25-17)",https://stats.ncaa.org/contests/5682718/box_score,D-III
08/30/2024,Salem (NC) (USA South) vs Averett (ODAC),"[3-1] (25-22, 25-17, 19-25, 25-21)",https://stats.ncaa.org/contests/5667398/box_score,D-III
08/30/2024,Bay Path (nan) vs Dean (Great Northeast),"[1-3] (25-16, 18-25, 13-25, 19-25)",https://stats.ncaa.org/contests/5667508/box_score,D-III
08/30/2024,Saint Benedict (MIAC) vs Texas Lutheran (SCAC),"[2-3] (25-18, 15-25, 25-23, 17-25, 10-15)",https://stats.ncaa.org/contests/5667454/box_score,D-III
08/30/2024,Alfred (Empire 8) vs SUNY Cobleskill (North Atlantic),"[3-0] (25-15, 25-15, 25-23)",https://stats.ncaa.org/contests/5667548/box_score,D-III
08/30/2024,Penn College (United East) vs Hartwick (Empire 8),"[1-3] (11-25, 25-21, 14-25, 11-25)",https://stats.ncaa.org/contests/5667456/box_score,D-III
08/30/2024,Elizabethtown (Landmark) vs Franklin & Marshall (Centennial),"[0-3] (17-25, 23-25, 21-25)",https://stats.ncaa.org/contests/5667537/box_score,D-III
08/30/2024,SUNY Brockport (Empire 8) vs DeSales (MACs),"[3-1] (25-22, 27-25, 24-26, 25-21)",https://stats.ncaa.org/contests/5667510/box_score,D-III
08/30/2024,John Carroll (OAC) vs Grove City (PAC),"[3-1] (21-25, 25-23, 25-19, 25-18)",https://stats.ncaa.org/contests/5667206/box_score,D-III
08/30/2024,Shenandoah (ODAC) vs Dallas (SCAC),"[3-2] (25-20, 18-25, 17-25, 25-21, 15-9)",https://stats.ncaa.org/contests/5667424/box_score,D-III
08/30/2024,Olivet (Michigan Intercol. Ath. Assn.) vs Anderson (IN) (HCAC),"[0-3] (23-25, 14-25, 17-25)",https://stats.ncaa.org/contests/5667557/box_score,D-III
08/30/2024,Webster (SLIAC) vs Dominican (IL) (NACC),"[3-0] (25-21, 26-24, 25-23)",https://stats.ncaa.org/contests/5667584/box_score,D-III
08/30/2024,Wis.-Stout (WIAC) vs MSOE (NACC),"[3-1] (25-15, 25-21, 13-25, 25-22)",https://stats.ncaa.org/contests/5667451/box_score,D-III
08/30/2024,Catholic (Landmark) vs Salisbury (C2C),"[0-3] (4-25, 9-25, 15-25)",https://stats.ncaa.org/contests/5667354/box_score,D-III
08/30/2024,Kean (NJAC) vs Geneva (PAC),"[3-0] (25-12, 25-18, 25-17)",https://stats.ncaa.org/contests/5667274/box_score,D-III
08/30/2024,Bob Jones (nan) vs Guilford (ODAC),"[2-3] (23-25, 26-24, 16-25, 25-18, 9-15)",https://stats.ncaa.org/contests/5667224/box_score,D-III
08/30/2024,Gustavus Adolphus (MIAC) vs Transylvania (HCAC),"[3-2] (19-25, 20-25, 25-21, 25-19, 15-9)",https://stats.ncaa.org/contests/5667363/box_score,D-III
08/30/2024,Waynesburg (PAC) vs Olivet (Michigan Intercol. Ath. Assn.),"[2-3] (19-25, 25-21, 25-20, 16-25, 8-15)",https://stats.ncaa.org/contests/5667270/box_score,D-III
08/30/2024,Mount Mary (C2C) vs Ripon (MWC),"[0-3] (15-25, 11-25, 9-25)",https://stats.ncaa.org/contests/5667241/box_score,D-III
08/30/2024,Penn St.-Behrend (AMCC) vs Hiram (NCAC),"[0-3] (26-28, 18-25, 22-25)",https://stats.ncaa.org/contests/5667272/box_score,D-III
08/30/2024,Elmhurst (CCIW) vs Aurora (NACC),"[1-3] (15-25, 25-27, 27-25, 17-25)",https://stats.ncaa.org/contests/5667521/box_score,D-III
08/30/2024,Rutgers-Camden (NJAC) vs Stevenson (MACs),"[0-3] (24-26, 14-25, 12-25)",https://stats.ncaa.org/contests/5667364/box_score,D-III
